Herstellercode=052;
Geraete ID=02080;
Klassifizierungscode=9;
Rn=01;
Rf=01;
Beginn=15.02.2016 13:32:06;
Ende=16.02.2016 23:59:32;
Hardwareversion=0.0.2016;
Exportbeginn=16.02.2016 00:00:00;
Exportende=16.02.2016 23:59:59;
Exportformat=Fahrzeugeinzeldaten V1.0;

Messung Nr.=121;
Mess Beginn=15.02.2016 13:32:06;
Mess Ende=16.02.2016 23:59:32;
GPS long=8,795198;
GPS lat=51,772411;
GPS Uhrzeit=16.02.2016 20:00:00;
GPS Qualitaet=1;
GPS Satelliten=10;
GPS HDOP=0,9;
Softwareversion=1.92.26.11.2015;


Verkehrsdaten:
Datum	Uhrzeit	V	L	Zeit	FS	Code	Schall	AZ	Sta;
16.02.2016	18:08:11	61	42	65535	2	7	0	2	0;
16.02.2016	18:08:14	70	40	65535	2	7	0	2	0;
16.02.2016	18:08:15	70	41	65535	1	7	0	2	0;
16.02.2016	18:08:17	68	44	65535	2	7	0	2	0;
16.02.2016	18:08:53	57	183	65535	2	5	0	3	0;
16.02.2016	18:09:03	68	50	65535	1	7	0	2	0;
16.02.2016	18:09:07	58	45	65535	2	7	0	2	0;
16.02.2016	18:09:11	74	48	65535	2	7	0	2	0;
16.02.2016	18:09:22	67	41	65535	2	7	0	2	0;
16.02.2016	18:09:30	73	48	65535	2	7	0	2	0;
16.02.2016	18:09:39	69	43	65535	2	7	0	2	0;
16.02.2016	18:09:53	72	45	65535	2	7	0	2	0;
16.02.2016	18:09:55	74	48	65535	2	7	0	2	0;
16.02.2016	18:09:58	66	45	65535	2	7	0	2	0;
16.02.2016	18:10:02	72	37	65535	1	7	0	2	0;
16.02.2016	18:10:08	66	43	65535	2	7	0	2	0;
16.02.2016	18:10:21	93	47	65535	1	7	0	2	0;
16.02.2016	18:10:40	80	48	65535	2	7	0	2	0;
16.02.2016	18:10:59	65	37	65535	1	7	0	2	0;
16.02.2016	18:11:16	78	48	65535	1	7	0	2	0;
16.02.2016	18:11:18	82	40	65535	1	7	0	2	0;
16.02.2016	18:11:25	62	41	65535	2	7	0	2	0;
16.02.2016	18:11:34	65	49	65535	2	7	0	2	0;
16.02.2016	18:11:42	63	44	65535	2	7	0	2	0;
16.02.2016	18:11:43	65	47	65535	2	7	0	2	0;
16.02.2016	18:11:55	67	34	65535	2	7	0	2	0;
16.02.2016	18:11:59	86	47	65535	1	7	0	2	0;
16.02.2016	18:12:03	64	42	65535	2	7	0	2	0;
16.02.2016	18:12:23	62	45	65535	2	7	0	2	0;
16.02.2016	18:12:25	67	41	65535	2	7	0	2	0;
16.02.2016	18:12:28	65	50	65535	2	7	0	2	0;
16.02.2016	18:12:31	59	42	65535	1	7	0	2	0;
16.02.2016	18:12:40	65	46	65535	2	7	0	2	0;
16.02.2016	18:13:00	66	76	65535	2	2	0	3	0;
16.02.2016	18:13:02	67	45	65535	1	7	0	2	0;
16.02.2016	18:13:19	72	45	65535	2	7	0	2	0;
16.02.2016	18:13:27	75	50	65535	2	7	0	2	0;
16.02.2016	18:13:36	78	50	65535	1	7	0	2	0;
16.02.2016	18:13:39	78	42	65535	1	7	0	2	0;
16.02.2016	18:13:40	71	43	65535	2	7	0	2	0;
16.02.2016	18:13:47	75	41	65535	2	7	0	2	0;
16.02.2016	18:13:52	85	41	65535	2	7	0	2	0;
16.02.2016	18:14:06	82	44	65535	2	7	0	2	0;
16.02.2016	18:14:15	84	46	65535	1	7	0	2	0;
16.02.2016	18:14:16	83	51	65535	1	7	0	2	0;
16.02.2016	18:14:20	71	43	65535	2	7	0	2	0;
16.02.2016	18:14:25	64	51	65535	2	7	0	2	0;
16.02.2016	18:14:28	67	48	65535	2	7	0	2	0;
16.02.2016	18:14:31	77	46	65535	1	7	0	2	0;
16.02.2016	18:14:35	67	46	65535	2	7	0	2	0;
16.02.2016	18:14:39	63	38	65535	1	7	0	2	0;
16.02.2016	18:14:40	67	50	65535	2	7	0	2	0;
16.02.2016	18:14:43	68	40	65535	2	7	0	2	0;
16.02.2016	18:14:45	74	42	65535	2	7	0	2	0;
16.02.2016	18:14:48	74	36	65535	2	7	0	2	0;
16.02.2016	18:15:14	90	47	65535	2	7	0	2	0;
16.02.2016	18:15:34	66	42	65535	1	7	0	2	0;
16.02.2016	18:15:36	79	49	65535	1	7	0	2	0;
16.02.2016	18:15:43	69	41	65535	1	7	0	2	0;
16.02.2016	18:15:45	64	45	65535	1	7	0	2	0;
16.02.2016	18:15:54	63	45	65535	1	7	0	2	0;
16.02.2016	18:16:00	73	41	65535	1	7	0	2	0;
16.02.2016	18:16:16	64	50	65535	2	7	0	2	0;
16.02.2016	18:16:25	91	44	65535	1	7	0	2	0;
16.02.2016	18:16:30	69	45	65535	2	7	0	2	0;
16.02.2016	18:16:34	81	42	65535	1	7	0	2	0;
16.02.2016	18:16:56	59	48	65535	2	7	0	2	0;
16.02.2016	18:17:00	88	48	65535	1	7	0	2	0;
16.02.2016	18:17:11	66	39	65535	1	7	0	2	0;
16.02.2016	18:17:14	66	41	65535	1	7	0	2	0;
16.02.2016	18:17:22	74	48	65535	2	7	0	2	0;
16.02.2016	18:17:23	54	41	65535	1	7	0	2	0;
16.02.2016	18:17:35	70	45	65535	1	7	0	2	0;
16.02.2016	18:17:49	59	53	65535	2	11	0	2	0;
16.02.2016	18:17:51	58	51	65535	2	7	0	2	0;
16.02.2016	18:17:53	54	47	65535	2	7	0	2	0;
16.02.2016	18:17:54	58	47	65535	2	7	0	2	0;
16.02.2016	18:18:10	70	47	65535	2	7	0	2	0;
16.02.2016	18:18:13	71	42	65535	2	7	0	2	0;
16.02.2016	18:18:15	62	49	65535	2	7	0	2	0;
16.02.2016	18:18:17	61	42	65535	2	7	0	2	0;
16.02.2016	18:18:18	69	41	65535	2	7	0	2	0;
16.02.2016	18:18:20	69	39	65535	2	250	0	0	0;
16.02.2016	18:18:30	67	51	65535	2	7	0	2	0;
16.02.2016	18:18:37	72	44	65535	2	7	0	2	0;
16.02.2016	18:18:50	78	43	65535	2	7	0	2	0;
16.02.2016	18:18:54	76	45	65535	2	7	0	2	0;
16.02.2016	18:18:55	78	47	65535	2	7	0	2	0;
16.02.2016	18:19:02	68	49	65535	2	7	0	2	0;
16.02.2016	18:19:08	72	42	65535	2	7	0	2	0;
16.02.2016	18:19:13	68	46	65535	2	7	0	2	0;
16.02.2016	18:19:27	69	37	65535	1	7	0	2	0;
16.02.2016	18:19:27	59	40	65535	2	250	0	0	0;
16.02.2016	18:19:29	61	46	65535	2	7	0	2	0;
16.02.2016	18:19:32	69	49	65535	2	7	0	2	0;
16.02.2016	18:19:33	67	41	65535	1	7	0	2	0;
16.02.2016	18:19:38	69	48	65535	1	7	0	2	0;
16.02.2016	18:19:42	72	37	65535	2	7	0	2	0;
16.02.2016	18:19:46	73	41	65535	2	7	0	2	0;
16.02.2016	18:19:50	66	41	65535	1	7	0	2	0;
16.02.2016	18:19:52	69	43	65535	2	7	0	2	0;
16.02.2016	18:19:56	63	46	65535	2	7	0	2	0;
16.02.2016	18:20:07	66	49	65535	2	7	0	2	0;
16.02.2016	18:20:10	64	39	65535	1	7	0	2	0;
16.02.2016	18:20:14	69	39	65535	1	7	0	2	0;
16.02.2016	18:20:18	71	40	65535	2	7	0	2	0;
16.02.2016	18:20:24	77	48	65535	2	7	0	2	0;
16.02.2016	18:20:28	73	48	65535	2	7	0	2	0;
16.02.2016	18:20:43	77	41	65535	1	7	0	2	0;
16.02.2016	18:20:45	80	47	65535	2	7	0	2	0;
16.02.2016	18:20:49	72	44	65535	2	7	0	2	0;
16.02.2016	18:20:52	75	43	65535	2	7	0	2	0;
16.02.2016	18:20:54	62	45	65535	1	7	0	2	0;
16.02.2016	18:21:00	84	47	65535	2	250	0	0	0;
16.02.2016	18:21:00	66	39	65535	1	7	0	2	0;
16.02.2016	18:21:05	79	49	65535	2	7	0	2	0;
16.02.2016	18:21:06	65	42	65535	1	7	0	2	0;
16.02.2016	18:21:09	74	49	65535	2	7	0	2	0;
16.02.2016	18:21:12	62	43	65535	1	7	0	2	0;
16.02.2016	18:21:15	61	41	65535	1	7	0	2	0;
16.02.2016	18:21:18	79	44	65535	1	7	0	2	0;
16.02.2016	18:21:25	64	44	65535	2	7	0	2	0;
16.02.2016	18:21:28	68	43	65535	1	7	0	2	0;
16.02.2016	18:21:34	67	40	65535	1	7	0	2	0;
16.02.2016	18:21:41	66	62	65535	1	11	0	2	0;
16.02.2016	18:21:54	73	48	65535	2	7	0	2	0;
16.02.2016	18:21:55	74	49	65535	2	7	0	2	0;
16.02.2016	18:22:08	72	60	65535	1	11	0	2	0;
16.02.2016	18:22:16	66	48	65535	2	7	0	2	0;
16.02.2016	18:22:17	65	43	65535	2	7	0	2	0;
16.02.2016	18:22:18	63	40	65535	1	7	0	2	0;
16.02.2016	18:22:19	66	42	65535	1	7	0	2	0;
16.02.2016	18:22:21	66	48	65535	2	7	0	2	0;
16.02.2016	18:22:23	77	58	65535	2	11	0	2	0;
16.02.2016	18:22:41	81	42	65535	1	7	0	2	0;
16.02.2016	18:22:46	67	42	65535	2	7	0	2	0;
16.02.2016	18:22:49	74	47	65535	2	7	0	2	0;
16.02.2016	18:23:01	68	39	65535	1	7	0	2	0;
16.02.2016	18:23:04	64	42	65535	2	7	0	2	0;
16.02.2016	18:23:06	61	41	65535	2	7	0	2	0;
16.02.2016	18:23:08	67	46	65535	1	7	0	2	0;
16.02.2016	18:23:09	69	50	65535	2	7	0	2	0;
16.02.2016	18:23:39	66	43	65535	1	7	0	2	0;
16.02.2016	18:23:40	64	41	65535	2	7	0	2	0;
16.02.2016	18:23:42	74	47	65535	1	7	0	2	0;
16.02.2016	18:23:43	62	35	65535	2	7	0	2	0;
16.02.2016	18:23:45	69	46	65535	1	7	0	2	0;
16.02.2016	18:23:47	65	44	65535	2	7	0	2	0;
16.02.2016	18:23:52	69	49	65535	1	7	0	2	0;
16.02.2016	18:24:01	66	45	65535	2	7	0	2	0;
16.02.2016	18:24:04	65	52	65535	2	11	0	2	0;
16.02.2016	18:24:19	71	50	65535	1	11	0	2	0;
16.02.2016	18:24:23	60	43	65535	2	7	0	2	0;
16.02.2016	18:24:39	65	45	65535	2	7	0	2	0;
16.02.2016	18:24:55	67	169	65535	1	9	0	5	0;
16.02.2016	18:25:02	84	44	65535	1	7	0	2	0;
16.02.2016	18:25:09	74	45	65535	1	7	0	2	0;
16.02.2016	18:25:19	63	41	65535	1	7	0	2	0;
16.02.2016	18:25:22	59	52	65535	2	11	0	2	0;
16.02.2016	18:25:31	98	41	65535	1	7	0	2	0;
16.02.2016	18:25:41	76	47	65535	1	7	0	2	0;
16.02.2016	18:25:54	90	49	65535	1	7	0	2	0;
16.02.2016	18:26:15	70	63	65535	2	11	0	2	0;
16.02.2016	18:26:21	67	45	65535	1	7	0	2	0;
16.02.2016	18:26:37	55	41	65535	1	7	0	2	0;
16.02.2016	18:26:48	70	39	65535	2	7	0	2	0;
16.02.2016	18:26:50	70	52	65535	2	7	0	2	0;
16.02.2016	18:26:51	79	42	65535	1	7	0	2	0;
16.02.2016	18:26:54	67	46	65535	2	7	0	2	0;
16.02.2016	18:27:03	76	38	65535	1	7	0	2	0;
16.02.2016	18:27:07	69	46	65535	1	7	0	2	0;
16.02.2016	18:27:09	61	49	65535	2	7	0	2	0;
16.02.2016	18:27:11	57	51	65535	2	7	0	2	0;
16.02.2016	18:27:12	80	41	65535	1	7	0	2	0;
16.02.2016	18:27:18	74	44	65535	1	7	0	2	0;
16.02.2016	18:27:22	67	42	65535	1	7	0	2	0;
16.02.2016	18:27:42	61	40	65535	1	7	0	2	0;
16.02.2016	18:27:47	56	45	65535	2	7	0	2	0;
16.02.2016	18:27:52	60	45	65535	1	7	0	2	0;
16.02.2016	18:27:54	83	50	65535	2	7	0	2	0;
16.02.2016	18:28:00	71	45	65535	1	7	0	2	0;
16.02.2016	18:28:06	64	39	65535	1	7	0	2	0;
16.02.2016	18:28:08	70	46	65535	2	7	0	2	0;
16.02.2016	18:28:23	85	40	65535	1	7	0	2	0;
16.02.2016	18:28:30	80	52	65535	2	7	0	2	0;
16.02.2016	18:28:31	79	41	65535	2	7	0	2	0;
16.02.2016	18:28:37	60	49	65535	2	7	0	2	0;
16.02.2016	18:28:41	82	58	65535	2	11	0	2	0;
16.02.2016	18:28:52	65	39	65535	2	250	0	0	0;
16.02.2016	18:28:52	69	41	65535	1	7	0	2	0;
16.02.2016	18:28:54	68	52	65535	2	11	0	2	0;
16.02.2016	18:28:55	76	50	65535	1	7	0	2	0;
16.02.2016	18:29:02	65	51	65535	2	11	0	2	0;
16.02.2016	18:29:04	65	47	65535	2	7	0	2	0;
16.02.2016	18:29:17	62	44	65535	2	7	0	2	0;
16.02.2016	18:29:39	72	37	65535	2	7	0	2	0;
16.02.2016	18:29:40	71	41	65535	2	7	0	2	0;
16.02.2016	18:29:42	72	48	65535	2	7	0	2	0;
16.02.2016	18:29:44	73	38	65535	1	7	0	2	0;
16.02.2016	18:29:50	85	40	65535	1	7	0	2	0;
16.02.2016	18:30:09	67	49	65535	2	7	0	2	0;
16.02.2016	18:30:10	70	46	65535	2	7	0	2	0;
16.02.2016	18:30:30	61	39	65535	2	7	0	2	0;
16.02.2016	18:30:39	77	47	65535	1	7	0	2	0;
16.02.2016	18:30:51	70	45	65535	2	7	0	2	0;
16.02.2016	18:30:56	61	104	65535	1	2	0	3	0;
16.02.2016	18:31:04	60	41	65535	1	7	0	2	0;
16.02.2016	18:31:07	73	39	65535	1	7	0	2	0;
16.02.2016	18:31:15	74	44	65535	1	7	0	2	0;
16.02.2016	18:31:19	76	45	65535	2	7	0	2	0;
16.02.2016	18:31:20	80	45	65535	1	7	0	2	0;
16.02.2016	18:31:21	74	49	65535	2	7	0	2	0;
16.02.2016	18:31:26	62	47	65535	1	7	0	2	0;
16.02.2016	18:31:36	70	40	65535	2	7	0	2	0;
16.02.2016	18:31:46	67	46	65535	2	7	0	2	0;
16.02.2016	18:31:47	67	46	65535	2	250	0	0	0;
16.02.2016	18:31:48	69	43	65535	1	7	0	2	0;
16.02.2016	18:31:50	65	48	65535	2	7	0	2	0;
16.02.2016	18:31:52	64	43	65535	2	7	0	2	0;
16.02.2016	18:31:56	62	42	65535	2	7	0	2	0;
16.02.2016	18:32:00	72	42	65535	1	7	0	2	0;
16.02.2016	18:32:09	78	47	65535	1	7	0	2	0;
16.02.2016	18:32:13	79	44	65535	1	7	0	2	0;
16.02.2016	18:32:22	69	38	65535	1	7	0	2	0;
16.02.2016	18:32:24	58	42	65535	2	7	0	2	0;
16.02.2016	18:32:26	53	47	65535	2	7	0	2	0;
16.02.2016	18:32:28	51	52	65535	2	7	0	2	0;
16.02.2016	18:32:29	73	43	65535	1	7	0	2	0;
16.02.2016	18:32:34	70	74	65535	2	3	0	2	0;
16.02.2016	18:32:39	71	48	65535	2	7	0	2	0;
16.02.2016	18:32:53	68	55	65535	2	11	0	2	0;
16.02.2016	18:32:57	65	42	65535	1	7	0	2	0;
16.02.2016	18:33:05	65	41	65535	2	7	0	2	0;
16.02.2016	18:33:08	80	46	65535	2	7	0	2	0;
16.02.2016	18:33:11	68	42	65535	1	7	0	2	0;
16.02.2016	18:33:14	71	41	65535	2	7	0	2	0;
16.02.2016	18:33:34	87	50	65535	2	7	0	2	0;
16.02.2016	18:33:42	95	46	65535	1	7	0	2	0;
16.02.2016	18:33:45	69	42	65535	2	7	0	2	0;
16.02.2016	18:33:47	87	34	65535	1	7	0	2	0;
16.02.2016	18:33:49	79	40	65535	2	7	0	2	0;
16.02.2016	18:33:55	75	41	65535	2	7	0	2	0;
16.02.2016	18:33:59	69	44	65535	2	7	0	2	0;
16.02.2016	18:34:11	69	49	65535	2	7	0	2	0;
16.02.2016	18:34:21	83	53	65535	2	11	0	2	0;
16.02.2016	18:34:31	67	46	65535	2	7	0	2	0;
16.02.2016	18:34:48	77	47	65535	2	7	0	2	0;
16.02.2016	18:34:58	78	45	65535	2	7	0	2	0;
16.02.2016	18:35:18	81	51	65535	2	7	0	2	0;
16.02.2016	18:35:22	78	47	65535	1	7	0	2	0;
16.02.2016	18:35:27	69	41	65535	2	7	0	2	0;
16.02.2016	18:35:59	59	50	65535	2	7	0	2	0;
16.02.2016	18:36:01	61	49	65535	2	7	0	2	0;
16.02.2016	18:36:02	58	49	65535	2	7	0	2	0;
16.02.2016	18:36:32	71	47	65535	1	7	0	2	0;
16.02.2016	18:36:35	74	44	65535	1	7	0	2	0;
16.02.2016	18:36:49	75	48	65535	1	7	0	2	0;
16.02.2016	18:37:11	54	132	65535	2	9	0	5	0;
16.02.2016	18:37:12	68	39	65535	1	7	0	2	0;
16.02.2016	18:37:19	50	84	65535	2	2	0	4	0;
16.02.2016	18:37:20	51	40	65535	2	7	0	2	0;
16.02.2016	18:37:23	49	44	65535	2	7	0	2	0;
16.02.2016	18:37:25	45	46	65535	2	7	0	2	0;
16.02.2016	18:37:27	45	49	65535	2	7	0	2	0;
16.02.2016	18:37:29	64	46	65535	1	7	0	2	0;
16.02.2016	18:37:29	44	44	65535	2	250	0	0	0;
16.02.2016	18:37:32	46	42	65535	2	7	0	2	0;
16.02.2016	18:37:37	67	46	65535	1	7	0	2	0;
16.02.2016	18:37:39	67	41	65535	1	7	0	2	0;
16.02.2016	18:37:44	79	44	65535	2	7	0	2	0;
16.02.2016	18:37:53	74	43	65535	2	7	0	2	0;
16.02.2016	18:37:56	73	47	65535	2	7	0	2	0;
16.02.2016	18:38:10	66	45	65535	2	7	0	2	0;
16.02.2016	18:38:11	68	49	65535	2	7	0	2	0;
16.02.2016	18:38:29	59	42	65535	2	7	0	2	0;
16.02.2016	18:38:31	63	49	65535	2	7	0	2	0;
16.02.2016	18:38:44	77	42	65535	2	7	0	2	0;
16.02.2016	18:38:54	67	44	65535	2	7	0	2	0;
16.02.2016	18:38:57	61	42	65535	2	7	0	2	0;
16.02.2016	18:39:07	80	44	65535	1	7	0	2	0;
16.02.2016	18:39:10	64	133	65535	2	5	0	3	0;
16.02.2016	18:39:19	74	47	65535	1	7	0	2	0;
16.02.2016	18:39:22	73	39	65535	1	7	0	2	0;
16.02.2016	18:39:26	59	45	65535	2	7	0	2	0;
16.02.2016	18:39:27	65	36	65535	1	7	0	2	0;
16.02.2016	18:39:28	53	47	65535	2	7	0	2	0;
16.02.2016	18:39:30	52	49	65535	2	7	0	2	0;
16.02.2016	18:39:32	52	48	65535	2	7	0	2	0;
16.02.2016	18:39:33	80	50	65535	1	7	0	2	0;
16.02.2016	18:39:36	70	49	65535	1	7	0	2	0;
16.02.2016	18:40:09	61	51	65535	2	7	0	2	0;
16.02.2016	18:40:10	60	44	65535	2	7	0	2	0;
16.02.2016	18:40:38	66	45	65535	2	7	0	2	0;
16.02.2016	18:40:58	69	51	65535	2	7	0	2	0;
16.02.2016	18:41:05	77	49	65535	1	7	0	2	0;
16.02.2016	18:41:16	59	46	65535	2	7	0	2	0;
16.02.2016	18:41:20	76	54	65535	2	11	0	2	0;
16.02.2016	18:41:21	65	45	65535	1	7	0	2	0;
16.02.2016	18:41:23	72	49	65535	2	7	0	2	0;
16.02.2016	18:41:26	76	50	65535	2	7	0	2	0;
16.02.2016	18:41:33	74	51	65535	2	7	0	2	0;
16.02.2016	18:41:40	63	43	65535	2	7	0	2	0;
16.02.2016	18:41:41	63	45	65535	2	7	0	2	0;
16.02.2016	18:41:42	67	46	65535	2	7	0	2	0;
16.02.2016	18:41:44	74	44	65535	2	7	0	2	0;
16.02.2016	18:41:51	69	43	65535	2	7	0	2	0;
16.02.2016	18:42:00	57	42	65535	2	7	0	2	0;
16.02.2016	18:42:01	57	45	65535	2	7	0	2	0;
16.02.2016	18:42:05	67	43	65535	2	7	0	2	0;
16.02.2016	18:42:07	77	46	65535	1	7	0	2	0;
16.02.2016	18:42:09	64	46	65535	2	7	0	2	0;
16.02.2016	18:42:40	64	46	65535	1	7	0	2	0;
16.02.2016	18:42:43	77	47	65535	2	7	0	2	0;
16.02.2016	18:42:44	68	42	65535	1	7	0	2	0;
16.02.2016	18:42:46	77	46	65535	2	7	0	2	0;
16.02.2016	18:42:51	69	43	65535	2	7	0	2	0;
16.02.2016	18:42:59	79	49	65535	2	7	0	2	0;
16.02.2016	18:43:10	80	46	65535	2	7	0	2	0;
16.02.2016	18:43:16	58	45	65535	1	7	0	2	0;
16.02.2016	18:43:18	77	48	65535	1	7	0	2	0;
16.02.2016	18:43:35	59	37	65535	1	7	0	2	0;
16.02.2016	18:43:36	67	43	65535	2	7	0	2	0;
16.02.2016	18:43:49	86	43	65535	2	7	0	2	0;
16.02.2016	18:43:50	96	47	65535	1	7	0	2	0;
16.02.2016	18:44:41	66	42	65535	2	7	0	2	0;
16.02.2016	18:44:43	66	46	65535	2	7	0	2	0;
16.02.2016	18:44:48	66	45	65535	2	7	0	2	0;
16.02.2016	18:44:50	76	47	65535	2	7	0	2	0;
16.02.2016	18:44:53	66	45	65535	2	7	0	2	0;
16.02.2016	18:45:10	80	43	65535	2	7	0	2	0;
16.02.2016	18:45:35	74	47	65535	1	7	0	2	0;
16.02.2016	18:45:37	61	43	65535	2	7	0	2	0;
16.02.2016	18:45:39	65	41	65535	2	7	0	2	0;
16.02.2016	18:45:40	60	43	65535	2	7	0	2	0;
16.02.2016	18:45:46	67	41	65535	2	7	0	2	0;
16.02.2016	18:45:50	58	53	65535	2	11	0	2	0;
16.02.2016	18:46:04	58	41	65535	2	7	0	2	0;
16.02.2016	18:46:05	56	51	65535	2	7	0	2	0;
16.02.2016	18:46:07	74	41	65535	1	7	0	2	0;
16.02.2016	18:46:08	74	54	65535	1	11	0	2	0;
16.02.2016	18:46:09	58	49	65535	2	7	0	2	0;
16.02.2016	18:46:16	64	49	65535	2	7	0	2	0;
16.02.2016	18:46:18	68	56	65535	2	11	0	2	0;
16.02.2016	18:46:25	82	40	65535	1	7	0	2	0;
16.02.2016	18:46:31	83	50	65535	1	7	0	2	0;
16.02.2016	18:46:32	64	51	65535	2	7	0	2	0;
16.02.2016	18:46:35	65	47	65535	2	7	0	2	0;
16.02.2016	18:46:53	81	50	65535	1	7	0	2	0;
16.02.2016	18:47:15	71	42	65535	2	7	0	2	0;
16.02.2016	18:47:19	69	41	65535	2	7	0	2	0;
16.02.2016	18:47:26	74	45	65535	1	7	0	2	0;
16.02.2016	18:48:04	84	42	65535	1	7	0	2	0;
16.02.2016	18:48:07	76	48	65535	2	7	0	2	0;
16.02.2016	18:48:16	71	46	65535	2	7	0	2	0;
16.02.2016	18:48:18	68	49	65535	2	7	0	2	0;
16.02.2016	18:48:22	66	41	65535	1	7	0	2	0;
16.02.2016	18:48:27	68	41	65535	2	7	0	2	0;
16.02.2016	18:48:30	76	50	65535	2	7	0	2	0;
16.02.2016	18:48:32	79	42	65535	1	7	0	2	0;
16.02.2016	18:48:40	75	49	65535	2	7	0	2	0;
16.02.2016	18:48:47	76	42	65535	1	7	0	2	0;
16.02.2016	18:48:57	72	37	65535	2	7	0	2	0;
16.02.2016	18:49:16	76	44	65535	2	7	0	2	0;
16.02.2016	18:49:24	69	45	65535	2	7	0	2	0;
16.02.2016	18:49:26	72	51	65535	2	7	0	2	0;
16.02.2016	18:49:29	84	49	65535	2	7	0	2	0;
16.02.2016	18:49:37	77	67	65535	1	11	0	2	0;
16.02.2016	18:49:41	73	43	65535	1	7	0	2	0;
16.02.2016	18:49:47	69	46	65535	2	7	0	2	0;
16.02.2016	18:49:48	66	46	65535	1	7	0	2	0;
16.02.2016	18:49:50	62	32	65535	1	7	0	2	0;
16.02.2016	18:49:56	73	43	65535	2	7	0	2	0;
16.02.2016	18:50:06	69	42	65535	1	7	0	2	0;
16.02.2016	18:50:20	76	39	65535	1	7	0	2	0;
16.02.2016	18:50:22	74	45	65535	2	7	0	2	0;
16.02.2016	18:50:25	78	40	65535	1	7	0	2	0;
16.02.2016	18:50:32	77	53	65535	1	11	0	2	0;
16.02.2016	18:50:38	63	47	65535	1	7	0	2	0;
16.02.2016	18:50:38	73	25	65535	2	250	0	0	0;
16.02.2016	18:50:39	62	44	65535	1	7	0	2	0;
16.02.2016	18:50:55	61	50	65535	1	7	0	2	0;
16.02.2016	18:50:58	64	49	65535	2	7	0	2	0;
16.02.2016	18:51:00	62	45	65535	2	7	0	2	0;
16.02.2016	18:51:05	78	42	65535	1	7	0	2	0;
16.02.2016	18:51:08	86	45	65535	2	7	0	2	0;
16.02.2016	18:51:14	68	50	65535	1	7	0	2	0;
16.02.2016	18:51:21	72	47	65535	2	7	0	2	0;
16.02.2016	18:51:32	72	48	65535	2	7	0	2	0;
16.02.2016	18:52:04	71	49	65535	2	7	0	2	0;
16.02.2016	18:52:10	82	41	65535	2	7	0	2	0;
16.02.2016	18:52:12	75	46	65535	2	7	0	2	0;
16.02.2016	18:52:15	65	44	65535	2	7	0	2	0;
16.02.2016	18:52:20	77	42	65535	1	7	0	2	0;
16.02.2016	18:52:23	61	47	65535	2	7	0	2	0;
16.02.2016	18:52:24	80	46	65535	1	7	0	2	0;
16.02.2016	18:52:33	74	43	65535	2	7	0	2	0;
16.02.2016	18:52:35	73	48	65535	2	7	0	2	0;
16.02.2016	18:52:35	77	43	65535	1	7	0	2	0;
16.02.2016	18:52:36	71	46	65535	2	7	0	2	0;
16.02.2016	18:53:30	51	62	65535	2	7	0	2	0;
16.02.2016	18:53:40	70	50	65535	2	7	0	2	0;
16.02.2016	18:53:45	69	48	65535	1	7	0	2	0;
16.02.2016	18:53:47	68	44	65535	1	7	0	2	0;
16.02.2016	18:53:50	65	48	65535	1	7	0	2	0;
16.02.2016	18:53:50	74	40	65535	2	7	0	2	0;
16.02.2016	18:53:56	79	46	65535	1	7	0	2	0;
16.02.2016	18:54:02	80	43	65535	1	7	0	2	0;
16.02.2016	18:54:12	77	41	65535	1	7	0	2	0;
16.02.2016	18:54:39	87	48	65535	2	7	0	2	0;
16.02.2016	18:54:51	67	46	65535	1	7	0	2	0;
16.02.2016	18:55:20	71	48	65535	2	7	0	2	0;
16.02.2016	18:55:34	75	47	65535	2	250	0	0	0;
16.02.2016	18:55:34	54	41	65535	1	7	0	2	0;
16.02.2016	18:55:45	67	53	65535	1	11	0	2	0;
16.02.2016	18:55:55	60	44	65535	2	7	0	2	0;
16.02.2016	18:56:04	66	45	65535	2	7	0	2	0;
16.02.2016	18:56:15	70	52	65535	1	11	0	2	0;
16.02.2016	18:56:28	69	44	65535	1	7	0	2	0;
16.02.2016	18:56:38	55	43	65535	2	7	0	2	0;
16.02.2016	18:56:51	85	41	65535	2	7	0	2	0;
16.02.2016	18:56:53	75	42	65535	1	7	0	2	0;
16.02.2016	18:57:13	64	45	65535	2	7	0	2	0;
16.02.2016	18:57:15	81	51	65535	2	11	0	2	0;
16.02.2016	18:57:22	70	43	65535	1	7	0	2	0;
16.02.2016	18:57:24	70	41	65535	1	7	0	2	0;
16.02.2016	18:57:36	78	41	65535	1	7	0	2	0;
16.02.2016	18:58:02	64	47	65535	2	7	0	2	0;
16.02.2016	18:58:05	78	45	65535	1	7	0	2	0;
16.02.2016	18:58:06	75	44	65535	1	7	0	2	0;
16.02.2016	18:58:06	65	38	65535	2	7	0	2	0;
16.02.2016	18:58:08	66	47	65535	2	7	0	2	0;
16.02.2016	18:58:17	91	46	65535	1	7	0	2	0;
16.02.2016	18:58:17	68	50	65535	2	250	0	0	0;
16.02.2016	18:58:20	66	47	65535	2	7	0	2	0;
16.02.2016	18:58:22	61	45	65535	2	7	0	2	0;
16.02.2016	18:58:25	61	49	65535	2	7	0	2	0;
16.02.2016	18:58:37	81	41	65535	1	7	0	2	0;
16.02.2016	18:58:41	84	45	65535	2	7	0	2	0;
16.02.2016	18:58:42	74	42	65535	1	7	0	2	0;
